No,Section,Page,Header,Emoji,English,Sinhala
6709,Characters,Smileys & Emotion,emotion,💯,100 | full | hundred | hundred points | score,100 | ලකුණු | ලකුණු සියයි | සම්පූර්ණ | සියය
6711,Characters,Smileys & Emotion,emotion,💢,anger symbol | angry | comic | mad,කේන්ති | තරහ ලකුණ | පිස්සු | හාස්‍යජනක
6713,Characters,Smileys & Emotion,emotion,💥,boom | collision | comic,ඝට්ටනය | පිපිරීම | හාස්‍යජනක
6715,Characters,Smileys & Emotion,emotion,💫,comic | dizzy | star,තරුව | වල්ග තාරකාව | හාස්‍යජනක
6717,Characters,Smileys & Emotion,emotion,💦,comic | splashing | sweat | sweat droplets,දහඩිය | දහඩිය බිඳු | වැගිරීම | හාස්‍යජනක
6719,Characters,Smileys & Emotion,emotion,💨,comic | dash | dashing away | running,දුවමින් | ලිස්සා යාම | හාස්‍යජනක
6721,Characters,Smileys & Emotion,emotion,🕳,hole,කුහරය
6723,Characters,Smileys & Emotion,emotion,💬,balloon | bubble | comic | dialog | speech,කථන බැලුනය | කථන බැලූනය | කථාව | දෙබස | බැලූනය | හාස්‍යජනක
6725,Characters,Smileys & Emotion,emotion,👁‍🗨,balloon | bubble | eye | eye in speech bubble | speech | witness,ඇස | කථන බුබුළ | කථන බුබුළක තිබෙන ඇස | සාක්ෂිකරු
6727,Characters,Smileys & Emotion,emotion,🗨,balloon | bubble | dialog | left speech bubble | speech,කථාව | දෙබස | වම් කථන බුබුළ
6729,Characters,Smileys & Emotion,emotion,🗯,angry | balloon | bubble | mad | right anger bubble,කේන්තිි | දකුණු තරහ බුබුළ | පිස්සු | බැලූනය | බුබුල
6731,Characters,Smileys & Emotion,emotion,💭,balloon | bubble | comic | thought,බැලූූනය | බුබුල | සිතුවිලි | සිතුවිලි බැලුනය | සිතුවිලි බැලූනය | හාස්‍යජනක
6733,Characters,Smileys & Emotion,emotion,💤,comic | good night | sleep | ZZZ,නිදා ගැනීම | ස්ස්ස් | හාස්‍යජනක
6735,Characters,People & Body,hand-fingers-open,👋,hand | wave | waving,අත | අත වනමින් | අත වැනීම
6737,Characters,People & Body,hand-fingers-open,🤚,backhand | raised | raised back of hand,ඔසවිම | පිටි අත | පිටි අත ඔසවන ලදි
6739,Characters,People & Body,hand-fingers-open,🖐,finger | hand | hand with fingers splayed | splayed,අත | ඇඟිල්ල | පළල් කළ | විදහන ලද ඇඟිලි සහිත එසවූ අත | ශරීරය
6741,Characters,People & Body,hand-fingers-open,✋,hand | high 5 | high five | raised hand,අත | එසවූූ අත | ශරීරය
6743,Characters,People & Body,hand-fingers-open,🖖,finger | hand | spock | vulcan | vulcan salute,අත | ඇඟිල්ල | වල්කන් | වල්කන් සැලියුට් | ස්පොක්
6745,Characters,People & Body,hand-fingers-open,🫱,hand | right | rightward | rightwards hand,අත | දකුණ | දකුණු පැත්තට | දකුණු පැත්තට අත
6747,Characters,People & Body,hand-fingers-open,🫲,hand | left | leftward | leftwards hand,අත | වම | වම් පැත්තට | වම් පැත්තට අත
6749,Characters,People & Body,hand-fingers-open,🫳,dismiss | drop | palm down hand | shoo,අත්අරිනවා | අත්ල පහළට අත | ඉවත් කරන්න
6751,Characters,People & Body,hand-fingers-open,🫴,beckon | catch | come | offer | palm up hand,අත්ල ඉහළට අත | ඇල්ලීම | එන්න | පිරිනැමීම
6753,Characters,People & Body,hand-fingers-open,🫷,high five | leftward | leftwards pushing hand | push | refuse | stop | wait,ඉන්න | ඉහළ පහ | තල්ලු කරනවා | නවත්වන්න | ප්‍රතික්ෂේප කරනවා | වමට | වමට තල්ලු කරන අත
6755,Characters,People & Body,hand-fingers-open,🫸,high five | push | refuse | rightward | rightwards pushing hand | stop | wait,ඉන්න | ඉහළ පහ | තල්ලු කරනවා | දකුණට | දකුණට තල්ලු කරන අත | නවත්වන්න | ප්‍රතික්ෂේප කරනවා
6757,Characters,People & Body,hand-fingers-partial,👌,hand | OK,අත | හරි | හරිි යන්න දක්වන අත
6759,Characters,People & Body,hand-fingers-partial,🤌,fingers | hand gesture | interrogation | pinched | sarcastic,අත් ඉඟිය | ඇඟිලි | උපහාසාත්මක | ප්‍රශ්න කිරීම | වකුටු කළ | වකුටු කළ ඇඟිලි
6761,Characters,People & Body,hand-fingers-partial,🤏,pinching hand | small amount,අත මිරිකීම | කුඩා ප්‍රමාණයක්
6763,Characters,People & Body,hand-fingers-partial,✌,hand | v | victory,අත | ජ | ජයග්‍රහණය | ජයග්‍රහණය දක්වන අත | ශරීරය
6765,Characters,People & Body,hand-fingers-partial,🤞,cross | crossed fingers | finger | hand | luck,අත | ඇඟිල්ල | වාසනාව | හරස් | හරස් කළ ඇඟිලි
6767,Characters,People & Body,hand-fingers-partial,🫰,expensive | hand with index finger and thumb crossed | heart | love | money | snap,ආදරය | දබරැඟිල්ල සහ මාපට ඇඟිල්ල කතිර කළ අත | මිල අධික | මුදල් | සැණෙකින් | හදවත
6769,Characters,People & Body,hand-fingers-partial,🤟,hand | ILY | love-you gesture,අත | ඔආඉ | ඔබට ආදරෙයි ඉඟිය
6771,Characters,People & Body,hand-fingers-partial,🤘,finger | hand | horns | rock-on | sign of the horns,අං | අත | ඇඟිල්ල | රොක් ඔන් | හෝන්ස් ලකුණ
6773,Characters,People & Body,hand-fingers-partial,🤙,call | call me hand | hand | hang loose | Shaka,අත | ඇමතුම | මට ඇමතුමක් දෙන්න ඇගවීම
6775,Characters,People & Body,hand-single-finger,👈,backhand | backhand index pointing left | finger | hand | index | point,අත | ඇඟිල්ල | පිටි අත් පහර | ලක්ෂ්‍ය | වමට යොමු වූ අත පිටුපස දබරැඟිල්ල
6777,Characters,People & Body,hand-single-finger,👉,backhand | backhand index pointing right | finger | hand | index | point,අත | ඇඟිල්ල | දකුණට යොමු වූ අත පිටුපස දබරැඟිල්ල | පිටි අත් පහර | ලක්ෂ්‍ය
6779,Characters,People & Body,hand-single-finger,👆,backhand | backhand index pointing up | finger | hand | point | up,අත | අත පිටුපස ඉහළට යොමු වූ දබරැඟිල්ල | ඇඟිල්ල | ඉහළට එල්ල කර | දබර
6781,Characters,People & Body,hand-single-finger,🖕,finger | hand | middle finger,අත | ඇඟිල්ල | මැදඟිල්ල | ශරීරය
6783,Characters,People & Body,hand-single-finger,👇,backhand | backhand index pointing down | down | finger | hand | point,අත | ඇඟිල්ල | දබර | පහළට එල්ල කර | පහළට යොමු වූ අත පිටුපස දබරැඟිල්ල
6785,Characters,People & Body,hand-single-finger,☝,finger | hand | index | index pointing up | point | up,අත | ඇඟිල්ල | ඉහළට | ඉහළට යොමු වූ දබරැඟිල්ල | ලක්ෂ්‍ය
6787,Characters,People & Body,hand-single-finger,🫵,index pointing at the viewer | point | you,ඉලක්ක කළ | ඔබ | නරඹන්නා දෙසට යොමු කළ දබරැඟිල්ල
6789,Characters,People & Body,hand-fingers-closed,👍,+1 | hand | thumb | thumbs up | up,1 | අත | ඉහළට. | මහපටැඟිල්ල | මහපටැඟිල්ල ඉහළට
6791,Characters,People & Body,hand-fingers-closed,👎,-1 | down | hand | thumb | thumbs down,-1 | අත | පහළට | මහපටැඟිල්ල | මහපටැඟිිල්ල පහළට
6793,Characters,People & Body,hand-fingers-closed,✊,clenched | fist | hand | punch | raised fist,අත | එසවූ මිට මෙළවීම | මිට මෙළවීම | මිට මෙළවූ | මිටින් පහර දීම
6795,Characters,People & Body,hand-fingers-closed,👊,clenched | fist | hand | oncoming fist | punch,අත | ඉදිරියට එන මිට මෙළවීම | ඉදිිරියට එන මිට මෙළවීම | මිට මෙළවීම | මිට මෙළවූ | මිටින් පහර දීම
6797,Characters,People & Body,hand-fingers-closed,🤛,fist | left-facing fist | leftwards,මිට මොළ වීම | මිට මොළ වූ වම | වමට
6799,Characters,People & Body,hand-fingers-closed,🤜,fist | right-facing fist | rightwards,දකුණට | මිට මොළ වීම | මිට මොළ වූ දකුණ
6801,Characters,People & Body,hands,👏,clap | clapping hands | hand,අත | අත්පුඩි ගැසීම | ශරීරය
6803,Characters,People & Body,hands,🙌,celebration | gesture | hand | hooray | raised | raising hands,අත | අත් ඔසවන පුද්ගලයා | උත්සවය | උස්සන ලද | ඔල්වරසන් දීම
6805,Characters,People & Body,hands,🫶,heart hands | love,ආදරය | හදවත අත්
6807,Characters,People & Body,hands,👐,hand | open | open hands,අත | විවෘත | විවෘත අත් | ශරීරය
6809,Characters,People & Body,hands,🤲,palms up together | prayer,අත්ලවල් එකට ඉහළ ඔසවා | යාච්ඤා කරනවා
6811,Characters,People & Body,hands,🤝,agreement | hand | handshake | meeting | shake,අත | අතට අත දීම | එකඟත්වය | සෙලවීම | හමුවීම
